Game,Team 1,Score,Team 2,Week,Patch,Date,esportSS,Patch_short,Name_x,Season_x,Region_x,Games_x,Win rate_x,K:D_x,GPM_x,GDM_x,Game duration_x,Kills / game_x,Deaths / game_x,Towers killed_x,Towers lost_x,FB%_x,FT%_x,DRAPG_x,DRA%_x,VGPG_x,HERPG_x,HER%_x,DRA@15_x,TD@15_x,GD@15_x,PPG_x,NASHPG_x,NASH%_x,CSM_x,DPM_x,WPM_x,VWPM_x,WCPM_x,Season_short_x,Name_y,Season_y,Region_y,Games_y,Win rate_y,K:D_y,GPM_y,GDM_y,Game duration_y,Kills / game_y,Deaths / game_y,Towers killed_y,Towers lost_y,FB%_y,FT%_y,DRAPG_y,DRA%_y,VGPG_y,HERPG_y,HER%_y,DRA@15_y,TD@15_y,GD@15_y,PPG_y,NASHPG_y,NASH%_y,CSM_y,DPM_y,WPM_y,VWPM_y,WCPM_y,Season_short_y
DRX vs LSB,DRX,0 - 2,Liiv SANDBOX,WEEK1,12.1,2022-01-12,lck spring 2022,12,DRX,S12,KR,41,53.7%,0.93,1763,7,34:26,11.0,11.7,6.4,5.8,48.8,48.8,2.10,42.5,-,1.20,59.8,0.66,0.1,20,4.07,0.73,55.7,33.2,1882,3.4,1.50,1.80,12,Liiv SANDBOX,S12,KR,41,26.8%,0.57,1677,-229,31:46,8.6,15.1,4.1,8.4,41.5,24.4,2.02,42.9,-,0.71,39.0,1.02,-0.4,-1732,2.83,0.41,28.2,32.8,1617,3.2,1.24,1.55,12
HLE vs LSB,Hanwha Life eSports,2 - 0,Liiv SANDBOX,WEEK3,12.2,2022-01-30,lck spring 2022,12,Hanwha Life eSports,S12,KR,43,27.9%,0.76,1698,-129,34:53,9.8,12.8,4.5,7.6,34.9,41.9,1.95,39.8,-,1.05,53.5,0.65,-0.2,-520,3.91,0.53,33.7,32.5,1674,3.4,1.51,1.82,12,Liiv SANDBOX,S12,KR,41,26.8%,0.57,1677,-229,31:46,8.6,15.1,4.1,8.4,41.5,24.4,2.02,42.9,-,0.71,39.0,1.02,-0.4,-1732,2.83,0.41,28.2,32.8,1617,3.2,1.24,1.55,12
DWG KIA vs LSB,DWG KIA,2 - 0,Liiv SANDBOX,WEEK7,12.4,2022-03-02,lck spring 2022,12,DWG KIA,S12,KR,42,64.3%,1.28,1792,86,35:43,12.2,9.6,7.2,5.5,54.8,54.8,3.05,56.9,-,1.19,59.5,0.81,0.2,723,5.36,0.93,61.6,32.6,1775,3.7,1.46,1.67,12,Liiv SANDBOX,S12,KR,41,26.8%,0.57,1677,-229,31:46,8.6,15.1,4.1,8.4,41.5,24.4,2.02,42.9,-,0.71,39.0,1.02,-0.4,-1732,2.83,0.41,28.2,32.8,1617,3.2,1.24,1.55,12
KT Rolster vs LSB,KT Rolster,1 - 2,Liiv SANDBOX,WEEK3,12.2,2022-01-27,lck spring 2022,12,KT Rolster,S12,KR,43,44.2%,0.96,1783,-22,33:35,12.0,12.4,5.4,6.6,53.5,46.5,2.72,55.9,-,0.91,47.7,1.09,-0.1,-221,4.28,0.67,46.7,33.4,1806,3.7,1.53,1.79,12,Liiv SANDBOX,S12,KR,41,26.8%,0.57,1677,-229,31:46,8.6,15.1,4.1,8.4,41.5,24.4,2.02,42.9,-,0.71,39.0,1.02,-0.4,-1732,2.83,0.41,28.2,32.8,1617,3.2,1.24,1.55,12
KDF vs HLE,Kwangdong Freecs,2 - 1,Hanwha Life eSports,WEEK9,12.5,2022-03-17,lck spring 2022,12,Kwangdong Freecs,S12,KR,42,47.6%,1.18,1741,-5,35:01,11.8,10.0,6.6,5.9,42.9,61.9,2.48,51.9,-,1.00,51.2,0.83,-0.1,-221,3.57,0.52,49.6,32.5,1827,3.9,1.72,1.88,12,Hanwha Life eSports,S12,KR,43,27.9%,0.76,1698,-129,34:53,9.8,12.8,4.5,7.6,34.9,41.9,1.95,39.8,-,1.05,53.5,0.65,-0.2,-520,3.91,0.53,33.7,32.5,1674,3.4,1.51,1.82,12
T1 vs HLE,T1,2 - 1,Hanwha Life eSports,WEEK4,12.2,2022-02-09,lck spring 2022,12,T1,S12,KR,43,83.7%,1.52,1935,261,33:34,16.0,10.5,8.7,3.9,60.5,83.7,2.58,58.6,-,1.40,70.9,0.70,0.6,1896,6.98,1.05,76.7,33.4,2137,3.6,1.39,1.62,12,Hanwha Life eSports,S12,KR,43,27.9%,0.76,1698,-129,34:53,9.8,12.8,4.5,7.6,34.9,41.9,1.95,39.8,-,1.05,53.5,0.65,-0.2,-520,3.91,0.53,33.7,32.5,1674,3.4,1.51,1.82,12
BRO vs HLE,Fredit BRION,2 - 1,Hanwha Life eSports,WEEK7,12.4,2022-03-02,lck spring 2022,12,Fredit BRION,S12,KR,44,47.7%,1.00,1754,-26,35:33,11.2,11.3,6.0,6.5,52.3,36.4,2.57,49.6,-,0.82,42.0,0.89,-0.3,-587,3.50,0.86,51.2,33.1,1711,3.8,1.68,1.95,12,Hanwha Life eSports,S12,KR,43,27.9%,0.76,1698,-129,34:53,9.8,12.8,4.5,7.6,34.9,41.9,1.95,39.8,-,1.05,53.5,0.65,-0.2,-520,3.91,0.53,33.7,32.5,1674,3.4,1.51,1.82,12
HLE vs BRO,Fredit BRION,2 - 1,Hanwha Life eSports,WEEK1,12.1,2022-01-16,lck spring 2022,12,Fredit BRION,S12,KR,44,47.7%,1.00,1754,-26,35:33,11.2,11.3,6.0,6.5,52.3,36.4,2.57,49.6,-,0.82,42.0,0.89,-0.3,-587,3.50,0.86,51.2,33.1,1711,3.8,1.68,1.95,12,Hanwha Life eSports,S12,KR,43,27.9%,0.76,1698,-129,34:53,9.8,12.8,4.5,7.6,34.9,41.9,1.95,39.8,-,1.05,53.5,0.65,-0.2,-520,3.91,0.53,33.7,32.5,1674,3.4,1.51,1.82,12
NS vs HLE,Nongshim RedForce,2 - 0,Hanwha Life eSports,WEEK9,12.5,2022-03-19,lck spring 2022,12,Nongshim RedForce,S12,KR,45,35.6%,0.79,1730,-103,34:55,10.4,13.2,5.5,7.3,55.6,48.9,2.09,41.7,-,0.84,42.2,0.69,0.1,11,4.76,0.53,36.7,33.0,1703,3.6,1.65,1.57,12,Hanwha Life eSports,S12,KR,43,27.9%,0.76,1698,-129,34:53,9.8,12.8,4.5,7.6,34.9,41.9,1.95,39.8,-,1.05,53.5,0.65,-0.2,-520,3.91,0.53,33.7,32.5,1674,3.4,1.51,1.82,12
HLE vs NS,Nongshim RedForce,1 - 2,Hanwha Life eSports,WEEK1,12.1,2022-01-13,lck spring 2022,12,Nongshim RedForce,S12,KR,45,35.6%,0.79,1730,-103,34:55,10.4,13.2,5.5,7.3,55.6,48.9,2.09,41.7,-,0.84,42.2,0.69,0.1,11,4.76,0.53,36.7,33.0,1703,3.6,1.65,1.57,12,Hanwha Life eSports,S12,KR,43,27.9%,0.76,1698,-129,34:53,9.8,12.8,4.5,7.6,34.9,41.9,1.95,39.8,-,1.05,53.5,0.65,-0.2,-520,3.91,0.53,33.7,32.5,1674,3.4,1.51,1.82,12
GEN vs HLE,Gen.G eSports,2 - 1,Hanwha Life eSports,WEEK2,12.1,2022-01-22,lck spring 2022,12,Gen.G eSports,S12,KR,40,70.0%,1.36,1881,170,33:12,14.2,10.4,7.8,4.5,55.0,52.5,2.80,61.0,-,0.68,33.8,0.98,0.1,620,4.58,0.85,63.2,34.6,2060,3.6,1.42,1.84,12,Hanwha Life eSports,S12,KR,43,27.9%,0.76,1698,-129,34:53,9.8,12.8,4.5,7.6,34.9,41.9,1.95,39.8,-,1.05,53.5,0.65,-0.2,-520,3.91,0.53,33.7,32.5,1674,3.4,1.51,1.82,12
DRX vs HLE,DRX,2 - 1,Hanwha Life eSports,WEEK4,12.2,2022-02-11,lck spring 2022,12,DRX,S12,KR,41,53.7%,0.93,1763,7,34:26,11.0,11.7,6.4,5.8,48.8,48.8,2.10,42.5,-,1.20,59.8,0.66,0.1,20,4.07,0.73,55.7,33.2,1882,3.4,1.50,1.80,12,Hanwha Life eSports,S12,KR,43,27.9%,0.76,1698,-129,34:53,9.8,12.8,4.5,7.6,34.9,41.9,1.95,39.8,-,1.05,53.5,0.65,-0.2,-520,3.91,0.53,33.7,32.5,1674,3.4,1.51,1.82,12
LSB vs HLE,Liiv SANDBOX,2 - 0,Hanwha Life eSports,WEEK6,12.3,2022-02-24,lck spring 2022,12,Liiv SANDBOX,S12,KR,41,26.8%,0.57,1677,-229,31:46,8.6,15.1,4.1,8.4,41.5,24.4,2.02,42.9,-,0.71,39.0,1.02,-0.4,-1732,2.83,0.41,28.2,32.8,1617,3.2,1.24,1.55,12,Hanwha Life eSports,S12,KR,43,27.9%,0.76,1698,-129,34:53,9.8,12.8,4.5,7.6,34.9,41.9,1.95,39.8,-,1.05,53.5,0.65,-0.2,-520,3.91,0.53,33.7,32.5,1674,3.4,1.51,1.82,12
DWG KIA vs HLE,DWG KIA,2 - 0,Hanwha Life eSports,WEEK7,12.4,2022-03-04,lck spring 2022,12,DWG KIA,S12,KR,42,64.3%,1.28,1792,86,35:43,12.2,9.6,7.2,5.5,54.8,54.8,3.05,56.9,-,1.19,59.5,0.81,0.2,723,5.36,0.93,61.6,32.6,1775,3.7,1.46,1.67,12,Hanwha Life eSports,S12,KR,43,27.9%,0.76,1698,-129,34:53,9.8,12.8,4.5,7.6,34.9,41.9,1.95,39.8,-,1.05,53.5,0.65,-0.2,-520,3.91,0.53,33.7,32.5,1674,3.4,1.51,1.82,12
KT Rolster vs HLE,KT Rolster,2 - 0,Hanwha Life eSports,WEEK2,12.1,2022-01-19,lck spring 2022,12,KT Rolster,S12,KR,43,44.2%,0.96,1783,-22,33:35,12.0,12.4,5.4,6.6,53.5,46.5,2.72,55.9,-,0.91,47.7,1.09,-0.1,-221,4.28,0.67,46.7,33.4,1806,3.7,1.53,1.79,12,Hanwha Life eSports,S12,KR,43,27.9%,0.76,1698,-129,34:53,9.8,12.8,4.5,7.6,34.9,41.9,1.95,39.8,-,1.05,53.5,0.65,-0.2,-520,3.91,0.53,33.7,32.5,1674,3.4,1.51,1.82,12
KDF vs T1,Kwangdong Freecs,1 - 2,T1,WEEK8,12.4,2022-03-11,lck spring 2022,12,Kwangdong Freecs,S12,KR,42,47.6%,1.18,1741,-5,35:01,11.8,10.0,6.6,5.9,42.9,61.9,2.48,51.9,-,1.00,51.2,0.83,-0.1,-221,3.57,0.52,49.6,32.5,1827,3.9,1.72,1.88,12,T1,S12,KR,43,83.7%,1.52,1935,261,33:34,16.0,10.5,8.7,3.9,60.5,83.7,2.58,58.6,-,1.40,70.9,0.70,0.6,1896,6.98,1.05,76.7,33.4,2137,3.6,1.39,1.62,12
BRO vs T1,Fredit BRION,1 - 2,T1,WEEK1,12.1,2022-01-14,lck spring 2022,12,Fredit BRION,S12,KR,44,47.7%,1.00,1754,-26,35:33,11.2,11.3,6.0,6.5,52.3,36.4,2.57,49.6,-,0.82,42.0,0.89,-0.3,-587,3.50,0.86,51.2,33.1,1711,3.8,1.68,1.95,12,T1,S12,KR,43,83.7%,1.52,1935,261,33:34,16.0,10.5,8.7,3.9,60.5,83.7,2.58,58.6,-,1.40,70.9,0.70,0.6,1896,6.98,1.05,76.7,33.4,2137,3.6,1.39,1.62,12
NS vs T1,Nongshim RedForce,1 - 2,T1,WEEK5,12.3,2022-02-20,lck spring 2022,12,Nongshim RedForce,S12,KR,45,35.6%,0.79,1730,-103,34:55,10.4,13.2,5.5,7.3,55.6,48.9,2.09,41.7,-,0.84,42.2,0.69,0.1,11,4.76,0.53,36.7,33.0,1703,3.6,1.65,1.57,12,T1,S12,KR,43,83.7%,1.52,1935,261,33:34,16.0,10.5,8.7,3.9,60.5,83.7,2.58,58.6,-,1.40,70.9,0.70,0.6,1896,6.98,1.05,76.7,33.4,2137,3.6,1.39,1.62,12
GEN vs T1,Gen.G eSports,0 - 2,T1,WEEK7,12.4,2022-03-03,lck spring 2022,12,Gen.G eSports,S12,KR,40,70.0%,1.36,1881,170,33:12,14.2,10.4,7.8,4.5,55.0,52.5,2.80,61.0,-,0.68,33.8,0.98,0.1,620,4.58,0.85,63.2,34.6,2060,3.6,1.42,1.84,12,T1,S12,KR,43,83.7%,1.52,1935,261,33:34,16.0,10.5,8.7,3.9,60.5,83.7,2.58,58.6,-,1.40,70.9,0.70,0.6,1896,6.98,1.05,76.7,33.4,2137,3.6,1.39,1.62,12
DRX vs T1,DRX,0 - 2,T1,WEEK2,12.1,2022-01-20,lck spring 2022,12,DRX,S12,KR,41,53.7%,0.93,1763,7,34:26,11.0,11.7,6.4,5.8,48.8,48.8,2.10,42.5,-,1.20,59.8,0.66,0.1,20,4.07,0.73,55.7,33.2,1882,3.4,1.50,1.80,12,T1,S12,KR,43,83.7%,1.52,1935,261,33:34,16.0,10.5,8.7,3.9,60.5,83.7,2.58,58.6,-,1.40,70.9,0.70,0.6,1896,6.98,1.05,76.7,33.4,2137,3.6,1.39,1.62,12
HLE vs T1,Hanwha Life eSports,0 - 2,T1,WEEK6,12.3,2022-02-26,lck spring 2022,12,Hanwha Life eSports,S12,KR,43,27.9%,0.76,1698,-129,34:53,9.8,12.8,4.5,7.6,34.9,41.9,1.95,39.8,-,1.05,53.5,0.65,-0.2,-520,3.91,0.53,33.7,32.5,1674,3.4,1.51,1.82,12,T1,S12,KR,43,83.7%,1.52,1935,261,33:34,16.0,10.5,8.7,3.9,60.5,83.7,2.58,58.6,-,1.40,70.9,0.70,0.6,1896,6.98,1.05,76.7,33.4,2137,3.6,1.39,1.62,12
LSB vs T1,Liiv SANDBOX,0 - 2,T1,WEEK2,12.1,2022-01-23,lck spring 2022,12,Liiv SANDBOX,S12,KR,41,26.8%,0.57,1677,-229,31:46,8.6,15.1,4.1,8.4,41.5,24.4,2.02,42.9,-,0.71,39.0,1.02,-0.4,-1732,2.83,0.41,28.2,32.8,1617,3.2,1.24,1.55,12,T1,S12,KR,43,83.7%,1.52,1935,261,33:34,16.0,10.5,8.7,3.9,60.5,83.7,2.58,58.6,-,1.40,70.9,0.70,0.6,1896,6.98,1.05,76.7,33.4,2137,3.6,1.39,1.62,12
DWG KIA vs T1,DWG KIA,1 - 2,T1,WEEK3,12.2,2022-01-30,lck spring 2022,12,DWG KIA,S12,KR,42,64.3%,1.28,1792,86,35:43,12.2,9.6,7.2,5.5,54.8,54.8,3.05,56.9,-,1.19,59.5,0.81,0.2,723,5.36,0.93,61.6,32.6,1775,3.7,1.46,1.67,12,T1,S12,KR,43,83.7%,1.52,1935,261,33:34,16.0,10.5,8.7,3.9,60.5,83.7,2.58,58.6,-,1.40,70.9,0.70,0.6,1896,6.98,1.05,76.7,33.4,2137,3.6,1.39,1.62,12
KT Rolster vs T1,KT Rolster,0 - 2,T1,WEEK5,12.3,2022-02-18,lck spring 2022,12,KT Rolster,S12,KR,43,44.2%,0.96,1783,-22,33:35,12.0,12.4,5.4,6.6,53.5,46.5,2.72,55.9,-,0.91,47.7,1.09,-0.1,-221,4.28,0.67,46.7,33.4,1806,3.7,1.53,1.79,12,T1,S12,KR,43,83.7%,1.52,1935,261,33:34,16.0,10.5,8.7,3.9,60.5,83.7,2.58,58.6,-,1.40,70.9,0.70,0.6,1896,6.98,1.05,76.7,33.4,2137,3.6,1.39,1.62,12
KDF vs DWG KIA,Kwangdong Freecs,0 - 2,DWG KIA,WEEK6,12.3,2022-02-25,lck spring 2022,12,Kwangdong Freecs,S12,KR,42,47.6%,1.18,1741,-5,35:01,11.8,10.0,6.6,5.9,42.9,61.9,2.48,51.9,-,1.00,51.2,0.83,-0.1,-221,3.57,0.52,49.6,32.5,1827,3.9,1.72,1.88,12,DWG KIA,S12,KR,42,64.3%,1.28,1792,86,35:43,12.2,9.6,7.2,5.5,54.8,54.8,3.05,56.9,-,1.19,59.5,0.81,0.2,723,5.36,0.93,61.6,32.6,1775,3.7,1.46,1.67,12
T1 vs DWG KIA,T1,2 - 0,DWG KIA,WEEK6,12.3,2022-02-23,lck spring 2022,12,T1,S12,KR,43,83.7%,1.52,1935,261,33:34,16.0,10.5,8.7,3.9,60.5,83.7,2.58,58.6,-,1.40,70.9,0.70,0.6,1896,6.98,1.05,76.7,33.4,2137,3.6,1.39,1.62,12,DWG KIA,S12,KR,42,64.3%,1.28,1792,86,35:43,12.2,9.6,7.2,5.5,54.8,54.8,3.05,56.9,-,1.19,59.5,0.81,0.2,723,5.36,0.93,61.6,32.6,1775,3.7,1.46,1.67,12
BRO vs DWG KIA,Fredit BRION,2 - 0,DWG KIA,WEEK9,12.5,2022-03-19,lck spring 2022,12,Fredit BRION,S12,KR,44,47.7%,1.00,1754,-26,35:33,11.2,11.3,6.0,6.5,52.3,36.4,2.57,49.6,-,0.82,42.0,0.89,-0.3,-587,3.50,0.86,51.2,33.1,1711,3.8,1.68,1.95,12,DWG KIA,S12,KR,42,64.3%,1.28,1792,86,35:43,12.2,9.6,7.2,5.5,54.8,54.8,3.05,56.9,-,1.19,59.5,0.81,0.2,723,5.36,0.93,61.6,32.6,1775,3.7,1.46,1.67,12
NS vs DWG KIA,Nongshim RedForce,2 - 1,DWG KIA,WEEK2,12.1,2022-01-19,lck spring 2022,12,Nongshim RedForce,S12,KR,45,35.6%,0.79,1730,-103,34:55,10.4,13.2,5.5,7.3,55.6,48.9,2.09,41.7,-,0.84,42.2,0.69,0.1,11,4.76,0.53,36.7,33.0,1703,3.6,1.65,1.57,12,DWG KIA,S12,KR,42,64.3%,1.28,1792,86,35:43,12.2,9.6,7.2,5.5,54.8,54.8,3.05,56.9,-,1.19,59.5,0.81,0.2,723,5.36,0.93,61.6,32.6,1775,3.7,1.46,1.67,12
DRX vs DWG KIA,DRX,0 - 2,DWG KIA,WEEK9,12.5,2022-03-17,lck spring 2022,12,DRX,S12,KR,41,53.7%,0.93,1763,7,34:26,11.0,11.7,6.4,5.8,48.8,48.8,2.10,42.5,-,1.20,59.8,0.66,0.1,20,4.07,0.73,55.7,33.2,1882,3.4,1.50,1.80,12,DWG KIA,S12,KR,42,64.3%,1.28,1792,86,35:43,12.2,9.6,7.2,5.5,54.8,54.8,3.05,56.9,-,1.19,59.5,0.81,0.2,723,5.36,0.93,61.6,32.6,1775,3.7,1.46,1.67,12
HLE vs DWG KIA,Hanwha Life eSports,0 - 2,DWG KIA,WEEK3,12.2,2022-01-28,lck spring 2022,12,Hanwha Life eSports,S12,KR,43,27.9%,0.76,1698,-129,34:53,9.8,12.8,4.5,7.6,34.9,41.9,1.95,39.8,-,1.05,53.5,0.65,-0.2,-520,3.91,0.53,33.7,32.5,1674,3.4,1.51,1.82,12,DWG KIA,S12,KR,42,64.3%,1.28,1792,86,35:43,12.2,9.6,7.2,5.5,54.8,54.8,3.05,56.9,-,1.19,59.5,0.81,0.2,723,5.36,0.93,61.6,32.6,1775,3.7,1.46,1.67,12
LSB vs DWG KIA,Liiv SANDBOX,0 - 2,DWG KIA,WEEK4,12.2,2022-02-12,lck spring 2022,12,Liiv SANDBOX,S12,KR,41,26.8%,0.57,1677,-229,31:46,8.6,15.1,4.1,8.4,41.5,24.4,2.02,42.9,-,0.71,39.0,1.02,-0.4,-1732,2.83,0.41,28.2,32.8,1617,3.2,1.24,1.55,12,DWG KIA,S12,KR,42,64.3%,1.28,1792,86,35:43,12.2,9.6,7.2,5.5,54.8,54.8,3.05,56.9,-,1.19,59.5,0.81,0.2,723,5.36,0.93,61.6,32.6,1775,3.7,1.46,1.67,12
KT Rolster vs DWG KIA,KT Rolster,0 - 2,DWG KIA,WEEK1,12.1,2022-01-13,lck spring 2022,12,KT Rolster,S12,KR,43,44.2%,0.96,1783,-22,33:35,12.0,12.4,5.4,6.6,53.5,46.5,2.72,55.9,-,0.91,47.7,1.09,-0.1,-221,4.28,0.67,46.7,33.4,1806,3.7,1.53,1.79,12,DWG KIA,S12,KR,42,64.3%,1.28,1792,86,35:43,12.2,9.6,7.2,5.5,54.8,54.8,3.05,56.9,-,1.19,59.5,0.81,0.2,723,5.36,0.93,61.6,32.6,1775,3.7,1.46,1.67,12
KDF vs NS,Kwangdong Freecs,2 - 0,Nongshim RedForce,WEEK4,12.2,2022-02-13,lck spring 2022,12,Kwangdong Freecs,S12,KR,42,47.6%,1.18,1741,-5,35:01,11.8,10.0,6.6,5.9,42.9,61.9,2.48,51.9,-,1.00,51.2,0.83,-0.1,-221,3.57,0.52,49.6,32.5,1827,3.9,1.72,1.88,12,Nongshim RedForce,S12,KR,45,35.6%,0.79,1730,-103,34:55,10.4,13.2,5.5,7.3,55.6,48.9,2.09,41.7,-,0.84,42.2,0.69,0.1,11,4.76,0.53,36.7,33.0,1703,3.6,1.65,1.57,12
T1 vs NS,T1,2 - 1,Nongshim RedForce,WEEK3,12.2,2022-01-27,lck spring 2022,12,T1,S12,KR,43,83.7%,1.52,1935,261,33:34,16.0,10.5,8.7,3.9,60.5,83.7,2.58,58.6,-,1.40,70.9,0.70,0.6,1896,6.98,1.05,76.7,33.4,2137,3.6,1.39,1.62,12,Nongshim RedForce,S12,KR,45,35.6%,0.79,1730,-103,34:55,10.4,13.2,5.5,7.3,55.6,48.9,2.09,41.7,-,0.84,42.2,0.69,0.1,11,4.76,0.53,36.7,33.0,1703,3.6,1.65,1.57,12
BRO vs NS,Fredit BRION,2 - 1,Nongshim RedForce,WEEK7,12.4,2022-03-05,lck spring 2022,12,Fredit BRION,S12,KR,44,47.7%,1.00,1754,-26,35:33,11.2,11.3,6.0,6.5,52.3,36.4,2.57,49.6,-,0.82,42.0,0.89,-0.3,-587,3.50,0.86,51.2,33.1,1711,3.8,1.68,1.95,12,Nongshim RedForce,S12,KR,45,35.6%,0.79,1730,-103,34:55,10.4,13.2,5.5,7.3,55.6,48.9,2.09,41.7,-,0.84,42.2,0.69,0.1,11,4.76,0.53,36.7,33.0,1703,3.6,1.65,1.57,12
GEN vs NS,Gen.G eSports,2 - 0,Nongshim RedForce,WEEK6,12.3,2022-02-25,lck spring 2022,12,Gen.G eSports,S12,KR,40,70.0%,1.36,1881,170,33:12,14.2,10.4,7.8,4.5,55.0,52.5,2.80,61.0,-,0.68,33.8,0.98,0.1,620,4.58,0.85,63.2,34.6,2060,3.6,1.42,1.84,12,Nongshim RedForce,S12,KR,45,35.6%,0.79,1730,-103,34:55,10.4,13.2,5.5,7.3,55.6,48.9,2.09,41.7,-,0.84,42.2,0.69,0.1,11,4.76,0.53,36.7,33.0,1703,3.6,1.65,1.57,12
LSB vs NS,Liiv SANDBOX,1 - 2,Nongshim RedForce,WEEK6,12.3,2022-02-27,lck spring 2022,12,Liiv SANDBOX,S12,KR,41,26.8%,0.57,1677,-229,31:46,8.6,15.1,4.1,8.4,41.5,24.4,2.02,42.9,-,0.71,39.0,1.02,-0.4,-1732,2.83,0.41,28.2,32.8,1617,3.2,1.24,1.55,12,Nongshim RedForce,S12,KR,45,35.6%,0.79,1730,-103,34:55,10.4,13.2,5.5,7.3,55.6,48.9,2.09,41.7,-,0.84,42.2,0.69,0.1,11,4.76,0.53,36.7,33.0,1703,3.6,1.65,1.57,12
DWG KIA vs NS,DWG KIA,2 - 0,Nongshim RedForce,WEEK8,12.4,2022-03-11,lck spring 2022,12,DWG KIA,S12,KR,42,64.3%,1.28,1792,86,35:43,12.2,9.6,7.2,5.5,54.8,54.8,3.05,56.9,-,1.19,59.5,0.81,0.2,723,5.36,0.93,61.6,32.6,1775,3.7,1.46,1.67,12,Nongshim RedForce,S12,KR,45,35.6%,0.79,1730,-103,34:55,10.4,13.2,5.5,7.3,55.6,48.9,2.09,41.7,-,0.84,42.2,0.69,0.1,11,4.76,0.53,36.7,33.0,1703,3.6,1.65,1.57,12
KDF vs DRX,Kwangdong Freecs,0 - 2,DRX,WEEK2,12.1,2022-01-23,lck spring 2022,12,Kwangdong Freecs,S12,KR,42,47.6%,1.18,1741,-5,35:01,11.8,10.0,6.6,5.9,42.9,61.9,2.48,51.9,-,1.00,51.2,0.83,-0.1,-221,3.57,0.52,49.6,32.5,1827,3.9,1.72,1.88,12,DRX,S12,KR,41,53.7%,0.93,1763,7,34:26,11.0,11.7,6.4,5.8,48.8,48.8,2.10,42.5,-,1.20,59.8,0.66,0.1,20,4.07,0.73,55.7,33.2,1882,3.4,1.50,1.80,12
T1 vs DRX,T1,2 - 0,DRX,WEEK9,12.5,2022-03-20,lck spring 2022,12,T1,S12,KR,43,83.7%,1.52,1935,261,33:34,16.0,10.5,8.7,3.9,60.5,83.7,2.58,58.6,-,1.40,70.9,0.70,0.6,1896,6.98,1.05,76.7,33.4,2137,3.6,1.39,1.62,12,DRX,S12,KR,41,53.7%,0.93,1763,7,34:26,11.0,11.7,6.4,5.8,48.8,48.8,2.10,42.5,-,1.20,59.8,0.66,0.1,20,4.07,0.73,55.7,33.2,1882,3.4,1.50,1.80,12
BRO vs DRX,Fredit BRION,1 - 2,DRX,WEEK6,12.3,2022-02-24,lck spring 2022,12,Fredit BRION,S12,KR,44,47.7%,1.00,1754,-26,35:33,11.2,11.3,6.0,6.5,52.3,36.4,2.57,49.6,-,0.82,42.0,0.89,-0.3,-587,3.50,0.86,51.2,33.1,1711,3.8,1.68,1.95,12,DRX,S12,KR,41,53.7%,0.93,1763,7,34:26,11.0,11.7,6.4,5.8,48.8,48.8,2.10,42.5,-,1.20,59.8,0.66,0.1,20,4.07,0.73,55.7,33.2,1882,3.4,1.50,1.80,12
DRX vs NS,Nongshim RedForce,0 - 2,DRX,WEEK8,12.4,2022-03-09,lck spring 2022,12,Nongshim RedForce,S12,KR,45,35.6%,0.79,1730,-103,34:55,10.4,13.2,5.5,7.3,55.6,48.9,2.09,41.7,-,0.84,42.2,0.69,0.1,11,4.76,0.53,36.7,33.0,1703,3.6,1.65,1.57,12,DRX,S12,KR,41,53.7%,0.93,1763,7,34:26,11.0,11.7,6.4,5.8,48.8,48.8,2.10,42.5,-,1.20,59.8,0.66,0.1,20,4.07,0.73,55.7,33.2,1882,3.4,1.50,1.80,12
NS vs DRX,Nongshim RedForce,0 - 2,DRX,WEEK3,12.2,2022-01-29,lck spring 2022,12,Nongshim RedForce,S12,KR,45,35.6%,0.79,1730,-103,34:55,10.4,13.2,5.5,7.3,55.6,48.9,2.09,41.7,-,0.84,42.2,0.69,0.1,11,4.76,0.53,36.7,33.0,1703,3.6,1.65,1.57,12,DRX,S12,KR,41,53.7%,0.93,1763,7,34:26,11.0,11.7,6.4,5.8,48.8,48.8,2.10,42.5,-,1.20,59.8,0.66,0.1,20,4.07,0.73,55.7,33.2,1882,3.4,1.50,1.80,12
HLE vs DRX,Hanwha Life eSports,2 - 0,DRX,WEEK5,12.3,2022-02-19,lck spring 2022,12,Hanwha Life eSports,S12,KR,43,27.9%,0.76,1698,-129,34:53,9.8,12.8,4.5,7.6,34.9,41.9,1.95,39.8,-,1.05,53.5,0.65,-0.2,-520,3.91,0.53,33.7,32.5,1674,3.4,1.51,1.82,12,DRX,S12,KR,41,53.7%,0.93,1763,7,34:26,11.0,11.7,6.4,5.8,48.8,48.8,2.10,42.5,-,1.20,59.8,0.66,0.1,20,4.07,0.73,55.7,33.2,1882,3.4,1.50,1.80,12
LSB vs DRX,Liiv SANDBOX,0 - 2,DRX,WEEK7,12.4,2022-03-06,lck spring 2022,12,Liiv SANDBOX,S12,KR,41,26.8%,0.57,1677,-229,31:46,8.6,15.1,4.1,8.4,41.5,24.4,2.02,42.9,-,0.71,39.0,1.02,-0.4,-1732,2.83,0.41,28.2,32.8,1617,3.2,1.24,1.55,12,DRX,S12,KR,41,53.7%,0.93,1763,7,34:26,11.0,11.7,6.4,5.8,48.8,48.8,2.10,42.5,-,1.20,59.8,0.66,0.1,20,4.07,0.73,55.7,33.2,1882,3.4,1.50,1.80,12
